given_address,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,confidence_city_level,confidence_street_level,country,country_code,confidence,attribution,attribution_license,attribution_url
Mehsana,23.601262849999998,72.37415155167554,"Mehsana Airport, Kamalpath, Rajivbrigade Nagar, Brahmni Nagar - 384001, Gujarat, India",Mehsana Airport,,Kamalpath,,Rajivbrigade Nagar,384001,Brahmni Nagar,Mahesana Taluka,Gujarat,GJ,,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Takiya Ward, Bhandara Maharashtra",24.08101,79.4476,"Takiya, Damoh, India",Takiya,,,,,,Takiya,Damoh,Madhya Pradesh,MP,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"11th Floor, Tims Tower, Kamala City, Senapati Bapat Marg, Lower Parel, Mumbai-400013",18.995127,72.82583,"Senapati Bapat Marg, Lower Parel, Mumbai - 400013, Maharashtra, India",,,Senapati Bapat Marg,Zone 2,Lower Parel,400013,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hotel Natraj, Kharkhari, Haridwar",23.589524,72.377392,"Hotel natraj, Ahmedabad Palanpur State Highway SH41, Mahesana -, Gujarat, India",Hotel natraj,,Ahmedabad Palanpur State Highway SH41,,,,Mahesana,Mahesana,Gujarat,GJ,,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"28, Lodhi Estte New Delhi",28.646789,77.196119,"28, Bhuli Bhatiyari, Delhi -, Delhi, India",,,28,,Bhuli Bhatiyari,,Delhi,South West,Delhi,DL,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"28,Lodhi Road New Delhi ",28.5923001,77.2359395,"28, Lodhi Road, Lodi Road Institutional Area, Delhi - 110003, Delhi, India",,28,Lodhi Road,,Lodi Road Institutional Area,110003,Delhi,South West,Delhi,DL,0.5625,0.5625,India,in,0.5625,,,
"28, Lodhi Estate,New Delhi",28.5965526,77.223255,"Lodhi Estate, Max Mueller Marg, Lodhi Colony, New Delhi - 110003, Delhi, India",Lodhi Estate,,Max Mueller Marg,Chanakya Puri Tehsil,Lodhi Colony,110003,New Delhi,Defence Colony Tehsil,Delhi,DL,1,,India,in,0.9130434782608696,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"28, Lodhi Estate, New Delhi",28.5965526,77.223255,"Lodhi Estate, Max Mueller Marg, Lodhi Colony, New Delhi - 110003, Delhi, India",Lodhi Estate,,Max Mueller Marg,Chanakya Puri Tehsil,Lodhi Colony,110003,New Delhi,Defence Colony Tehsil,Delhi,DL,1,,India,in,0.9130434782608696,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
28. Lodhi Estate New Delhi,28.5965526,77.223255,"Lodhi Estate, Max Mueller Marg, Lodhi Colony, New Delhi - 110003, Delhi, India",Lodhi Estate,,Max Mueller Marg,Chanakya Puri Tehsil,Lodhi Colony,110003,New Delhi,Defence Colony Tehsil,Delhi,DL,1,,India,in,0.8076923076923077,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jamjodhpur,21.93309,70.02760980202365,"Jamjodhpur Taluka, India",,,,,,,,Jamjodhpur Taluka,Gujarat,GJ,,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"G-117, Vita-II, Greater Noida, G.B. Nagar, Uttar Pradesh",22.718566,75.869231,"G-117-118, YashwantPlaza, Indore -, Madhya Pradesh, India",,G-117-118,YashwantPlaza,,,,Indore,Indore,Madhya Pradesh,MP,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SGK House 14-8 Kailash Park Indore,22.718355,75.887785,"5, B, Gita Bhavan, Manorama Ganj, Kailash Park Colony, Near Gita Bhavan Mandir, Indore -, Madhya Pradesh, India",,"5, B","Gita Bhavan, Manorama Ganj, Kailash Park Colony, Near Gita Bhavan Mandir",,,,Indore,Indore,Madhya Pradesh,MP,1,0.95,India,in,0.5029411764705882,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"B-302, M.S. Flats, B.K.S. Marg, New Delhi",28.5203046,77.2289059,"Chai Gupshup, 19/551 DDA FLATS MADANGIR, Lal Bahadur Shastri Marg, Sector 3, New Delhi - 110062, Delhi, India",Chai Gupshup,19/551 DDA FLATS MADANGIR,Lal Bahadur Shastri Marg,Sector 3,Sector 3,110062,New Delhi,Hauz Khas Tehsil,Delhi,DL,1,0.95,India,in,0.2578571428571429,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Plot 210 GIDC Pandesara Surat,,,,,,,,,,,,,,,,,,,,,
Pandhana MLA Khandawa M. P.,21.69813,76.22585,"Pandhana, East Nimar, India",Pandhana,,,,,,Pandhana,East Nimar,Madhya Pradesh,MP,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"""C-101, Innova Marathon Next Gen Off G.K. Marg Opp. Peninsula Corporate Park Lower Parel ",19.001465,72.825018,"Lower Parel, Mumbai, Maharashtra, India",Lower Parel,,,Zone 2,Lower Parel,,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"(w), Mumbai -400013""",19.06599,72.832005,"Tulip Womens Healthcare Centre - Khar (W), Bandra F, Mumbai - 400052, Maharashtra, India",Tulip Womens Healthcare Centre - Khar (W),,,Zone 3,Bandra F,400052,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0.5277777777777778,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""C-101, Innova Marathon Next Gen Off G.K. Marg Opp. Peninsula Corporate Park Lower Parel ",19.001465,72.825018,"Lower Parel, Mumbai, Maharashtra, India",Lower Parel,,,Zone 2,Lower Parel,,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"(w), Mumbai- 400013""",19.076864,72.835448,"West Avenue, Bandra G, Mumbai -, Maharashtra, India",,,West Avenue,Zone 3,Bandra G,,Mumbai,Mumbai City,Maharashtra,MH,1,0.95,India,in,0.475,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""C-101, Innova Marathon Next Gen Off G.K. Marg Opp. Peninsula Corporate Park Lower Parel ",19.001465,72.825018,"Lower Parel, Mumbai, Maharashtra, India",Lower Parel,,,Zone 2,Lower Parel,,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"(w), Mumbai 400014""",19.076864,72.835448,"West Avenue, Bandra G, Mumbai -, Maharashtra, India",,,West Avenue,Zone 3,Bandra G,,Mumbai,Mumbai City,Maharashtra,MH,1,0.95,India,in,0.475,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""C-101, Innova Marathon Next Gen Off G.K. Marg Opp. Peninsula Corporate Park Lower Parel ",19.001465,72.825018,"Lower Parel, Mumbai, Maharashtra, India",Lower Parel,,,Zone 2,Lower Parel,,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"(w), Mumbai 400015""",19.076864,72.835448,"West Avenue, Bandra G, Mumbai -, Maharashtra, India",,,West Avenue,Zone 3,Bandra G,,Mumbai,Mumbai City,Maharashtra,MH,1,0.95,India,in,0.475,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""C-101, Innova Marathon Next Gen Off G.K. Marg Opp. Peninsula Corporate Park Lower Parel ",19.001465,72.825018,"Lower Parel, Mumbai, Maharashtra, India",Lower Parel,,,Zone 2,Lower Parel,,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"(w), Mumbai 400016""",19.0317259,72.8433917,"Matunga West, Mumbai - 400016, Maharashtra, India",Matunga West,,,Zone 2,Matunga West,400016,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kutch,22.6612804,69.7625581,"Gulf of Kutch, India",Gulf of Kutch,,,,,,,,,,,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dist. Surendranagar,22.75,71.666667,"Surendranagar, 363035, Gujarat, India",Surendranagar,,,,,363035,,Surendranagar,Gujarat,GJ,0.6882352941176471,,India,in,0.6882352941176471,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
